name,brand_name,price_of_the_bottle,mrp_of_the_bottle,rating,number_of_rating,size_of_the_bottle,key_ingredients,key_benifits,category
ADEL 31 Upelva Drop,Adel Pekana Germany,260.0,295.0,4.3,46.0,20.0,,"Supports relief from strong menstruation accompanied by dark, lumpy discharge and mood swingsSoothes exhausted, nervous and hyper-irritated women and relief weakness in the lower abdomen/hypogastriumProvides protection against infections and pain in the sexual organs as well as other parts of the bodyhelps regulate influences on the digestive organs, and addresses nausea and intestinal performance anomalies",Eye Care
SBL Antimonium Crudum Dilution 30 CH,SBL Pvt Ltd,88.0,100.0,4.6,358.0,30.0,,"It helps in fighting obesityHelps treat Depression, grief and feeling of indifference towards lifeUseful in treating skin issues like pimples, vesicles and Eczema",Skin care
Dr. Reckeweg Aesculus Hippocastanum Dilution 30 CH,Dr Reckeweg & Co,119.0,135.0,4.5,150.0,11.0,,"Herbal remedy with versatile applications


Addresses varicose veins, haemorrhoids, swollen veins, and arthritis pain


Eases discomfort of skin issues like eczema, menstrual pain, and cough


Effective treatment for conditions ranging from diarrhoea to enlarged prostate",Fever
SBL Caladium Seguinum Dilution 1000 CH,SBL Pvt Ltd,118.0,140.0,4.2,707.0,30.0,,Treats conditions related to sexual exhaustion in menProvides relief from stomach pain and crampsRelieves chest congestion and lung disorders,Digestion
Allen A08 Diabetes Drop,Allen Homoeo & Herbal Products Ltd,153.0,170.0,4.5,56.0,30.0,,Ideal for diabetic careImproves blood pressure levelsHelps with diabetes mellitusMay curtail excess urine and thirstSafe for consumption,Diabetes
Dr. Reckeweg Passiflora Inc Mother Tincture Q,Dr Reckeweg & Co,256.0,295.0,4.7,58.0,20.0,,Useful for insomniaRelieves headaches and convulsionsHelps in tonsils associated with whooping coughRelieves menstrual pain,Throat care
Dr. Reckeweg Gelsemium Sempervirens Dilution 200 CH,Dr Reckeweg & Co,140.0,160.0,4.6,248.0,11.0,Natural Minerals,"Helps with vision and vertigo problems


Useful for colds, flu and sore throat


Helps manage nervousness and anxiety


Helps with heavy eyelids and double vision",Eye Care
Dr. Reckeweg Phytolacca Berry Mother Tincture Q,Dr Reckeweg & Co,260.0,295.0,4.6,51.0,20.0,Phytolacca Berry,"Supports healthy metabolism


Reduces appetite and improves digestion


Effective in weight loss


Eliminates weakness due to reduced food intake",Digestion
Dr Willmar Schwabe India Bryonia Alba Dilution 200 CH,Dr Willmar Schwabe India Pvt Ltd,103.0,115.0,4.7,292.0,30.0,"It is primarily used for the treatment of Influenza, coryza, arthritis and rheumatism","Useful in pains worse by motion and better by restManages sensitive epigastrium, and feeling of a stone in the stomachBryonia Alba is a great medicine to relieve the dryness in stools",Digestion
SBL Thlaspi Bursa Pastoris Mother Tincture Q,SBL Pvt Ltd,194.0,220.0,4.8,49.0,30.0,,"Herbal remedy for women's health


Addresses colic discomfort in women


Manages menstrual cycle and alleviates pain",Health supplement
Dr Willmar Schwabe India Phytolacca Berry Tablet (4 in 1 Combo Pack) Tablet,Dr Willmar Schwabe India Pvt Ltd,510.0,580.0,4.1,64.0,80.0,Phytolacca Berry,Helps to manage weightHelps to improve digestion and absorption processHelps to counter hyperacidityHelps to overcome the feeling of weaknessUseful in case of post-delivery weight gains,Digestion
Dr. Reckeweg Bio-Combination 4 (BC 4) Tablet,Dr Reckeweg & Co,163.0,185.0,4.4,56.0,20.0,Kalium Muriaticum,Helps in supporting the digestive systemAids in restoring appetiteRelieves constipation and hard stool,Digestion
Bakson's Chrysarobinum Ointment,Bakson's Homeopathy,61.6,70.0,4.5,89.0,25.0,Chrysarobinum,"Effective solution for common skin ailments


Provides relief from itching


Easy to apply and quickly absorbed


Offers fast and effective relief from symptoms


Manages dry eczema and eruptions",Skin care
Wheezal Calendula Dressing Powder,Wheezal Homeo Pharma,114.0,130.0,4.5,123.0,100.0,Arnica Q,An organic blendWorks as a potent antisepticProvides itch reliefHelps with bed sores,Skin care
Dr Willmar Schwabe Germany Alfalfa Tonic,Dr Willmar Schwabe India Pvt Ltd,1665.0,1850.0,4.8,29.0,500.0,,Homoeopathic remedy for the management of anaemiaMay prove helpful in increasing haemoglobin levelsIt can decrease fatigue and improve strengthIt is made in Germany,Health supplement
Dr. Reckeweg Caladium Seg Dilution 200 CH,Dr Reckeweg & Co,143.0,160.0,4.1,313.0,11.0,,"Relieves swelling and itching?ÿ


Useful for stomach and lung disorders


Alleviates headaches, nausea and exhaustion


Relieves oppression and congestion in the chest",Eye Care
Bakson's Nasal Aid Spray,Bakson's Homeopathy,112.0,125.0,4.2,147.0,10.0,Bakson nasal aid spray helps relieves blockage of the nose,"Bakson Nasal Aid Spray helps to relieve nasal congestion or drynessProvides fast relief from nasal discomfortProvides relief from nasal discharge-watery, thick, bland or acridEffective against symptoms of allergic rhinitis and sinusitis",ENT
SBL Babchi Oil,SBL Pvt Ltd,124.0,145.0,4.2,123.0,60.0,Extract of Psoralea Corylifolia,"Useful for various skin afflictionsAlleviates psoriasis, skin dryness and pale spotsPossesses antibacterial and antifungal properties",Skin care
Dr. Reckeweg Conium Mac Dilution 30 CH,Dr Reckeweg & Co,119.0,135.0,4.5,176.0,11.0,,"Useful for urinary infections


Helps with inconsistent discharge of urine


Promotes healing of ulcers",kidney
Dr. Reckeweg Hypericum Per Dilution 200 CH,Dr Reckeweg & Co,138.0,160.0,4.7,125.0,11.0,,"Eases joint pain


Helps relieve headaches


Useful for nerve injuries


Helps combat nervousness",Joint
Dr. Reckeweg R95 Alfalfa Tonic,Dr Reckeweg & Co,282.0,320.0,4.6,188.0,100.0,It helps reduce physical and mental tiredness,"Helps to overcome lack of appetite, loss of weight, weariness, anxiety, and impotenceFacilitates normal functioning of the nervous systemWorks to provide relief in case of muscle crampsEnergises vital functions in the body and promotes overall health",ENT
Bakson B1 Influenza & Fever Drop,Bakson's Homeopathy,155.0,185.0,4.6,76.0,30.0,Bakson B1 Drops are a homoeopathic medicine for fever,"Homoeopathic remedy for fever, dengue, chikungunya, cough, sore throat, and sneezing


Stimulates the body's natural healing mechanisms with high-quality homoeopathic ingredients


Safe and gentle alternative to traditional medications without adverse side effects


Reduces inflammation and irritation in the respiratory tract for faster recovery and easier breathing


Alleviates malaise, fatigue, and body aches associated with fever and respiratory infections",Throat care
Dr. Reckeweg Caladium Seg Dilution 30 CH,Dr Reckeweg & Co,119.0,135.0,4.1,318.0,11.0,,"Relieves swelling and itching?ÿ


Useful for stomach and lung disorders


Alleviates headaches, nausea and exhaustion


Relieves oppression and congestion in the chest",Eye Care
New Life Bach Flower Aspen 30,New Life Laboratories Pvt Ltd,116.0,125.0,4.3,126.0,30.0,Replaces anxiety and hazy fears with a sense of security and peace of mind,"Replaces anxiety and hazy fears with a sense of security and peace of mindHelps people with OCD, insomnia as well as sleeping disordersHelps to overcome the naturally occurring nervous tension",ENT
SBL Arsenicum Sulph Flavum Trituration Tablet 3X,SBL Pvt Ltd,154.0,175.0,4.5,91.0,25.0,Arsenicum Sulphuratum Flavum,"Useful for skin disorders


Helps alleviate sciatica symptoms


Relieves rheumatic pains


Has analgesic properties",Skin care
Dr. Reckeweg Baryta Carb Dilution 200 CH,Dr Reckeweg & Co,141.0,160.0,4.5,183.0,11.0,"Reduces the loss of memory, short attention span, confusion, language difficulties, irritability and impaired judgement","Helps enhance memory


Helps with tonsillitis and associated symptoms


Helps manage the tendency to talk and twitch during sleep",Throat care
SBL Magnesia Phosphorica Biochemic Tablet 12X,SBL Pvt Ltd,100.0,110.0,4.7,668.0,25.0,,"Helps relieve nerve and muscle painCan increase energy levels and keep your body fitElevates low moods and keeps you calm and relaxedHelpful against flatulence, colic, dysentery etc.",Joint
Dr Willmar Schwabe India Alpha - Acid Tablet,Dr Willmar Schwabe India Pvt Ltd,174.0,198.0,4.4,101.0,20.0,"Helpful in gastric disturbances, burning, epigastric pain and dyspepsia",Helps mange gastric disturbancesHelps relieve associated nausea and vomitingHelps relieve associated headachesNo side effects,Eye Care
SBL Hekla Lava Trituration Tablet 3X,SBL Pvt Ltd,149.0,175.0,4.6,77.0,25.0,,Improves teeth and gum healthUseful in case of ulceration of nasal bonesHelpful in facial neuralgiaSoothes swelling of the jaws,Joint
Dr Willmar Schwabe India Ginseng MT Tablet 1X,Dr Willmar Schwabe India Pvt Ltd,262.0,320.0,4.4,70.0,20.0,,"Used for impotence and premature ejaculationMay help to improve sperm countLowers cholesterol, triglycerides with an increase in HDLUseful in non-insulin-dependent diabetes and senility",Diabetes
SBL Cholesterinum Trituration Tablet 6X,SBL Pvt Ltd,154.0,175.0,4.6,310.0,25.0,,Acts as a liver tonicRegulates cholesterol levelsEffective remedy in gallstones and jaundice,Liver
ADEL 73 Mucan Drop,Adel Pekana Germany,260.0,295.0,4.4,57.0,20.0,It fights mycotic infections of the mucous membranes and resolves liver and intestinal symptoms caused by a dysbiosis,Stimulates the excretion of mycotic toxins and speeds the detoxification of specific organsStabilises emotional/mental conditions and cleans the intestinesResolves liver and intestinal symptoms caused by a dysbiosisHelps change the body's systemic terrain the most important step in combating fungal infections,Digestion
Dr. Reckeweg Bio-Combination 1 (BC 1) Tablet,Dr Reckeweg & Co,163.0,185.0,4.7,63.0,20.0,,Helps in building tissuesReduces inflammation and feverAids in the management of chronic anaemia,Fever
SBL Psoralea Corylifolia Mother Tincture Q,SBL Pvt Ltd,92.4,105.0,4.6,64.0,30.0,,May assist in treating leucoderma and vitiligoFights against Paleness and whitening of skinIndicated for the treatment of Hypopigmentation due to burn and scalds injuryProduction of lighter melanin pigment over its darker counterpart is ensured,Skin care
SBL Cineraria Maritima Euphrasia Eye Drop,SBL Pvt Ltd,57.0,65.0,4.5,628.0,5.0,Cineraria Maritima,"Helps keep the eye free from infections


Useful in conditions of redness, irritation and watering of the eye


It can be used regularly by persons above the age of 40",Eye Care
Dr. Reckeweg Rhus Tox Dilution 1000 CH,Dr Reckeweg & Co,180.0,195.0,4.6,950.0,11.0,Provides effective treatment for eczema and relieves conditions of itchiness and rashes,"Helps soothe rheumatic and arthritic painsCan relieve itchy skin and treat skin rashesHelps in alleviating depression and anxietyUseful for managing cough, dry throat, and viral infections",Throat care
Dr Willmar Schwabe India Arsenicum Album Dilution 200 CH,Dr Willmar Schwabe India Pvt Ltd,101.0,115.0,4.5,363.0,30.0,,Relieves acidity and indigestionManages stress and anxietyManages skin and respiratory ailmentsRelieves fever,Digestion
Dr. Reckeweg Antimonium Crud Dilution 200 CH,Dr Reckeweg & Co,146.0,160.0,4.7,119.0,11.0,,"It helps in fighting obesityHelps treat Depression, grief and feeling of indifference towards lifeUseful in treating skin issues like pimples, vesicles and Eczema",Skin care
REPL Kamsutram Oil,Renovision Exports Pvt Ltd,290.0,299.0,3.5,55.0,15.0,Withania Somnifera (Ashwagandha oil) H.P.I.,Improves and enhances sexual desireUsed to improve and enhance erectionHelp to stimulate libido and increase male vigour,Health supplement
Bakson B16 Vertigo Drop,Bakson's Homeopathy,163.0,185.0,4.4,76.0,30.0,,Helps provide natural relief from dizziness and loss of balanceAids in addressing the root cause of vertigo ?? imbalances in the inner earHelps manage travel sicknessHelps to improve balance and relieve discomfort,ENT
Bakson Astha Aid Tablet,Bakson Drugs & Pharmaceuticals Pvt. Ltd.,188.0,215.0,4.4,74.0,75.0,This formula helps manage recurring attacks of cough and cold,Helps fight chronic bronchitisAids in managing coughHelps deal with breathing difficulties,Fever
SBL Calcarea Fluorica Biochemic Tablet 200X,SBL Pvt Ltd,99.1,115.0,4.5,1321.0,25.0,It is primarily used for the management of varicose veins and various skin conditions,It helps manage varicose veins and other skin disordersIt relieves symptoms linked with joint pain and discomfortIt is also helpful in reducing the inflammation of thyroid glandsIt is helpful in the reduction of dental cavities and bleeding gums,Joint
Dr. Reckeweg Acid Phosph Mother Tincture Q,Dr Reckeweg & Co,222.0,255.0,4.3,71.0,20.0,,"Relieves physical and mental weakness


Enhances memory and concentration


Helps relieve distention and nausea


Stimulates appetite and supports digestion",Eye Care
SBL Bio-Combination 12 Tablet,SBL Pvt Ltd,98.0,110.0,4.7,84.0,25.0,,It relieves headache due to sun heat and congestion over exertionIncreases concentrationIt helps to relieve from stress and anxiety,Fever
Medisynth Nasaltone Oral Drop,Medisynth Chemicals Pvt Ltd,154.0,175.0,4.7,61.0,30.0,Allium Cepa 30,Relieves nasal congestionHelps to manage febrile conditionsReduces throat soreness,Throat care
Dr Willmar Schwabe India Chionanthus Virginica Mother Tincture Q,Dr Willmar Schwabe India Pvt Ltd,302.0,350.0,4.6,67.0,30.0,,"Helps relieve headache and liver conditions


Relieves pain in the eyeballs and pressure on the nose


Works as a laxative and eases constipation


Allievates profuse and frequent urination


Helps regulate menstrual cycle",ENT
Dr. Reckeweg Alfalfa Mother Tincture Q,Dr Reckeweg & Co,224.0,255.0,4.3,55.0,20.0,Plant Extract Of Medicago Sativa,"Improves appetite?ÿ


Supports weight management?ÿ


Helps improve vigour


Helps control cholesterol and blood sugar levels",Diabetes
Allen Snorid Drop,Allen Homoeo & Herbal Products Ltd,152.0,170.0,4.2,162.0,30.0,,Helps in the management of snoring disordersRemoves the blockage in the air passage Allows to get a sleep free of any constriction of throat glands or larynxNo known side effects,Throat care
ADEL Merc Sol Dilution 30 CH,Adel Pekana Germany,124.0,145.0,4.7,77.0,10.0,It can help in managing foul breath and discharges,"It may help in managing oily sweat on the head


It can relieve sneezing?ÿ


It can help in managing nose bleeds and foul smelling


It may help in managing sensitivity to slight changes in heat and cold",ENT
Bakson Pelvi Aid Tablet,Bakson Drugs & Pharmaceuticals Pvt. Ltd.,189.0,215.0,4.6,34.0,75.0,Alumina 3x,Helps manage disorders of the female reproductive systemMay help balance the hormonesHelps fight pelvic painHelps reduce itching in the intimate area,Skin care
Dr. Reckeweg Thuja Occ Dilution 1000 CH,Dr Reckeweg & Co,172.0,195.0,4.5,553.0,11.0,,"Helps to provide relief in case of Rheumatic, Arthritic pains, and chronic headachesFacilitates aid in case of warts, spots, swelling, and eruptions on the skinHelps to overcome indigestion, lack of appetite, and constipationUseful in case of urinary disorders",Digestion
Dr. Reckeweg R65 Psoriasis Drop,Dr Reckeweg & Co,232.0,270.0,4.4,415.0,22.0,Berberis aquilfolium has skin revival and healing properties that help manage psoriasis,"It helps manage skin conditions such as psoriasis and drynessIt helps to reduce scars, improve skin complexion, and soften the skinIt reduces frequent skin eruptionsIt also aids in wound healing and the management of eczema",Skin care
ADEL 18 Glucorect Drop,Adel Pekana Germany,233.0,295.0,4.4,212.0,20.0,Acidum Lacticum,"Manages sugar in the urine and irregular cardiac action


Works on the functions of the liver and flatulence


Counters exhaustion


Assists in the symptoms of high blood sugar levels",Diabetes
