name,brand_name,price_of_the_bottle,mrp_of_the_bottle,rating,number_of_rating,size_of_the_bottle,key_ingredients,key_benifits,category
Medisynth Jondila Sugar Free Syrup,Medisynth Chemicals Pvt Ltd,ƒ??151,ƒ??170,4.4,196 Ratings,200 ml Syrup,,"Improves digestionIncreases appetiteEffective in jaundice, gallstones and liver complications",Digestion
SBL Magnesia Phosphorica Biochemic Tablet 12X,SBL Pvt Ltd,ƒ??100,ƒ??110,4.7,668 Ratings,25 gm Biochemic Tablet,,"Helps relieve nerve and muscle painCan increase energy levels and keep your body fitElevates low moods and keeps you calm and relaxedHelpful against flatulence, colic, dysentery etc.",Joint
Dr Willmar Schwabe India Alpha - Acid Tablet,Dr Willmar Schwabe India Pvt Ltd,ƒ??174,ƒ??198,4.4,101 Ratings,20 gm Tablet,"Helpful in gastric disturbances, burning, epigastric pain and dyspepsia",Helps mange gastric disturbancesHelps relieve associated nausea and vomitingHelps relieve associated headachesNo side effects,Eye Care
Medisynth Wartex Pills,Medisynth Chemicals Pvt Ltd,ƒ??110,ƒ??125,4.2,56 Ratings,25 gm Tablet,,"Safe, effective and painless medication for warts and cornsBeneficial in treating benign epithelial tumorsDoes not leave any mark or scar on the skinReduces tendency to wart formation",Skin care
SBL Hekla Lava Trituration Tablet 3X,SBL Pvt Ltd,ƒ??149,ƒ??175,4.6,77 Ratings,25 gm Trituration Tablet,,Improves teeth and gum healthUseful in case of ulceration of nasal bonesHelpful in facial neuralgiaSoothes swelling of the jaws,Joint
Dr Willmar Schwabe India Ginseng MT Tablet 1X,Dr Willmar Schwabe India Pvt Ltd,ƒ??262,ƒ??320,4.4,70 Ratings,20 gm Tablet,,"Used for impotence and premature ejaculationMay help to improve sperm countLowers cholesterol, triglycerides with an increase in HDLUseful in non-insulin-dependent diabetes and senility",Diabetes
SBL Cholesterinum Trituration Tablet 6X,SBL Pvt Ltd,ƒ??154,ƒ??175,4.6,310 Ratings,25 gm Trituration Tablet,,Acts as a liver tonicRegulates cholesterol levelsEffective remedy in gallstones and jaundice,Liver
ADEL 73 Mucan Drop,Adel Pekana Germany,ƒ??260,ƒ??295,4.4,57 Ratings,20 ml Drop,It fights mycotic infections of the mucous membranes and resolves liver and intestinal symptoms caused by a dysbiosis,Stimulates the excretion of mycotic toxins and speeds the detoxification of specific organsStabilises emotional/mental conditions and cleans the intestinesResolves liver and intestinal symptoms caused by a dysbiosisHelps change the body's systemic terrain the most important step in combating fungal infections,Digestion
Medisynth Pilen Forte Drop,Medisynth Chemicals Pvt Ltd,ƒ??154,ƒ??175,4.3,289 Ratings,30 ml Drop,Acidum Nitricum,"Addresses problems related to pilesSoothes pain in the areaHelps with constipation problemsHelps with bleeding, non-bleeding, internal, external and blind haemorrhoidsSafe for consumption",Digestion
Dr. Reckeweg Bio-Combination 1 (BC 1) Tablet,Dr Reckeweg & Co,ƒ??163,ƒ??185,4.7,63 Ratings,20 gm Biocombination Tablet,,Helps in building tissuesReduces inflammation and feverAids in the management of chronic anaemia,Fever
SBL Psoralea Corylifolia Mother Tincture Q,SBL Pvt Ltd,ƒ??92.4,ƒ??105,4.6,64 Ratings,30 ml Mother Tincture,,May assist in treating leucoderma and vitiligoFights against Paleness and whitening of skinIndicated for the treatment of Hypopigmentation due to burn and scalds injuryProduction of lighter melanin pigment over its darker counterpart is ensured,Skin care
SBL Cineraria Maritima Euphrasia Eye Drop,SBL Pvt Ltd,ƒ??57,ƒ??65,4.5,628 Ratings,5 ml Eye Drop,Cineraria Maritima,"Helps keep the eye free from infections


Useful in conditions of redness, irritation and watering of the eye


It can be used regularly by persons above the age of 40",Eye Care
LDD Bioscience Tone Max 5000 Drop,LDD Bioscience Pvt Ltd,ƒ??329,ƒ??370,,,30 ml Drop,Damiana,Improves and stimulates libido and increase vigourHas aphrodisiac properties and improves overall health,Health supplement
Dr. Reckeweg Rhus Tox Dilution 1000 CH,Dr Reckeweg & Co,ƒ??180,ƒ??195,4.6,950 Ratings,11 ml Dilution,Provides effective treatment for eczema and relieves conditions of itchiness and rashes,"Helps soothe rheumatic and arthritic painsCan relieve itchy skin and treat skin rashesHelps in alleviating depression and anxietyUseful for managing cough, dry throat, and viral infections",Throat care
Dr Willmar Schwabe India Arsenicum Album Dilution 200 CH,Dr Willmar Schwabe India Pvt Ltd,ƒ??101,ƒ??115,4.5,363 Ratings,30 ml Dilution,,Relieves acidity and indigestionManages stress and anxietyManages skin and respiratory ailmentsRelieves fever,Digestion
Wheezal WL58 Dengue Drop,Wheezal Homeo Pharma,ƒ??171,ƒ??175,,,30 ml Drop,,Helps in quick recovery in case of dengue attackHelps in relieving the symptoms of dengue disease,Fever
Dr. Reckeweg Antimonium Crud Dilution 200 CH,Dr Reckeweg & Co,ƒ??146,ƒ??160,4.7,119 Ratings,11 ml Dilution,,"It helps in fighting obesityHelps treat Depression, grief and feeling of indifference towards lifeUseful in treating skin issues like pimples, vesicles and Eczema",Skin care
REPL Kamsutram Oil,Renovision Exports Pvt Ltd,ƒ??290,ƒ??299,3.5,55 Ratings,15 ml Oil,Withania Somnifera (Ashwagandha oil) H.P.I.,Improves and enhances sexual desireUsed to improve and enhance erectionHelp to stimulate libido and increase male vigour,Health supplement
Medisynth Wartex Cream,Medisynth Chemicals Pvt Ltd,ƒ??89,ƒ??100,4,285 Ratings,20 gm Cream,,Helps to prevent warts and cornReduces inflammationReduces scars,Skin care
LDD Bioscience Tone-Max Syrup,LDD Bioscience Pvt Ltd,ƒ??182,ƒ??200,,,180 ml Syrup,,"Treats general debility, nervous exhaustion, impotence, and issues with dischargeHelps relieve pain due to an enlarged prostate, swollen and tender testicles, or in pelvic areasCan be useful as a restorative tonic in conditions of fatigue",Mental wellness
Bakson B16 Vertigo Drop,Bakson's Homeopathy,ƒ??163,ƒ??185,4.4,76 Ratings,30 ml Drop,,Helps provide natural relief from dizziness and loss of balanceAids in addressing the root cause of vertigo ƒ?? imbalances in the inner earHelps manage travel sicknessHelps to improve balance and relieve discomfort,ENT
Medisynth Wartex Forte Drop,Medisynth Chemicals Pvt Ltd,ƒ??154,ƒ??175,4.2,119 Ratings,30 ml Drop,Causticum,Helps to prevent warts and cornReduces inflammationReduces scars,Skin care
Bakson Astha Aid Tablet,Bakson Drugs & Pharmaceuticals Pvt. Ltd.,ƒ??188,ƒ??215,4.4,74 Ratings,75 tablets,This formula helps manage recurring attacks of cough and cold,Helps fight chronic bronchitisAids in managing coughHelps deal with breathing difficulties,Fever
LDD Bioscience Mother Tincture Phytolacca Berry Q,LDD Bioscience Pvt Ltd,ƒ??279,ƒ??310,4.4,20 Ratings,100 ml Mother Tincture,This formulation can help improve body metabolism and enhance the digestive system to aid in weight loss and reduce fat from the body,It can help with weight managementIt may improve metabolism and energy levelsIt might help reduce appetiteIt can soothe sore throat,Throat care
SBL Calcarea Fluorica Biochemic Tablet 200X,SBL Pvt Ltd,ƒ??99.1,ƒ??115,4.5,1321 Ratings,25 gm Biochemic Tablet,It is primarily used for the management of varicose veins and various skin conditions,It helps manage varicose veins and other skin disordersIt relieves symptoms linked with joint pain and discomfortIt is also helpful in reducing the inflammation of thyroid glandsIt is helpful in the reduction of dental cavities and bleeding gums,Joint
Dr. Reckeweg Acid Phosph Mother Tincture Q,Dr Reckeweg & Co,ƒ??222,ƒ??255,4.3,71 Ratings,20 ml Mother Tincture,,"Relieves physical and mental weakness


Enhances memory and concentration


Helps relieve distention and nausea


Stimulates appetite and supports digestion",Eye Care
Medisynth Gasgan Forte Drop,Medisynth Chemicals Pvt Ltd,ƒ??154,ƒ??175,4.4,149 Ratings,30 ml Drop,Carbo vegetabilis,Relieves stomach aches and gastric disordersPrevents constipationImproves digestion,Digestion
SBL Bio-Combination 12 Tablet,SBL Pvt Ltd,ƒ??98,ƒ??110,4.7,84 Ratings,25 gm Biocombination Tablet,,It relieves headache due to sun heat and congestion over exertionIncreases concentrationIt helps to relieve from stress and anxiety,Fever
Medisynth Nasaltone Oral Drop,Medisynth Chemicals Pvt Ltd,ƒ??154,ƒ??175,4.7,61 Ratings,30 ml Drop,Allium Cepa 30,Relieves nasal congestionHelps to manage febrile conditionsReduces throat soreness,Throat care
LDD Bioscience Hydrastis Canadensis Mother Tincture Q,LDD Bioscience Pvt Ltd,ƒ??477,ƒ??550,4.2,43 Ratings,100 ml Mother Tincture,,Product Highlights:Helps treat coryza and catarrhEases menstruation and ear painsGives relief from ulcers and eczemaEffective in improving appetite,ENT
Dr Willmar Schwabe India Chionanthus Virginica Mother Tincture Q,Dr Willmar Schwabe India Pvt Ltd,ƒ??302,ƒ??350,4.6,67 Ratings,30 ml Mother Tincture,,"Helps relieve headache and liver conditions


Relieves pain in the eyeballs and pressure on the nose


Works as a laxative and eases constipation


Allievates profuse and frequent urination


Helps regulate menstrual cycle",ENT
Dr. Reckeweg Alfalfa Mother Tincture Q,Dr Reckeweg & Co,ƒ??224,ƒ??255,4.3,55 Ratings,20 ml Mother Tincture,Plant Extract Of Medicago Sativa,"Improves appetite?ÿ


Supports weight management?ÿ


Helps improve vigour


Helps control cholesterol and blood sugar levels",Diabetes
Allen Snorid Drop,Allen Homoeo & Herbal Products Ltd,ƒ??152,ƒ??170,4.2,162 Ratings,30 ml Drop,,Helps in the management of snoring disordersRemoves the blockage in the air passage Allows to get a sleep free of any constriction of throat glands or larynxNo known side effects,Throat care
Medisynth Aqui Folium Cream,Medisynth Chemicals Pvt Ltd,ƒ??100,,4.5,91 Ratings,20 gm Cream,Berberis aquifolium extract,Prevents acne and pimplesReduces dark spotsMakes the skin soft and supple,Skin care
Medisynth Witch Hazel Cream,Medisynth Chemicals Pvt Ltd,ƒ??100,,4.5,86 Ratings,20 gm Cream,Hamamelis virginica,Prevents veinous congestionReduces dark spotsPrevents blood vessels from getting damaged,Skin care
Medisynth Jondila Sugar Free Syrup,Medisynth Chemicals Pvt Ltd,ƒ??151,ƒ??170,4.4,196 Ratings,200 ml Syrup,,"Improves digestionIncreases appetiteEffective in jaundice, gallstones and liver complications",Digestion
ADEL Merc Sol Dilution 30 CH,Adel Pekana Germany,ƒ??124,ƒ??145,4.7,77 Ratings,10 ml Dilution,It can help in managing foul breath and discharges,"It may help in managing oily sweat on the head


It can relieve sneezing?ÿ


It can help in managing nose bleeds and foul smelling


It may help in managing sensitivity to slight changes in heat and cold",ENT
Medisynth Wartex Pills,Medisynth Chemicals Pvt Ltd,ƒ??110,ƒ??125,4.2,56 Ratings,25 gm Tablet,,"Safe, effective and painless medication for warts and cornsBeneficial in treating benign epithelial tumorsDoes not leave any mark or scar on the skinReduces tendency to wart formation",Skin care
Bakson Pelvi Aid Tablet,Bakson Drugs & Pharmaceuticals Pvt. Ltd.,ƒ??189,ƒ??215,4.6,34 Ratings,75 tablets,Alumina 3x,Helps manage disorders of the female reproductive systemMay help balance the hormonesHelps fight pelvic painHelps reduce itching in the intimate area,Skin care
Dr. Reckeweg Thuja Occ Dilution 1000 CH,Dr Reckeweg & Co,ƒ??172,ƒ??195,4.5,553 Ratings,11 ml Dilution,,"Helps to provide relief in case of Rheumatic, Arthritic pains, and chronic headachesFacilitates aid in case of warts, spots, swelling, and eruptions on the skinHelps to overcome indigestion, lack of appetite, and constipationUseful in case of urinary disorders",Digestion
Dr. Reckeweg R65 Psoriasis Drop,Dr Reckeweg & Co,ƒ??232,ƒ??270,4.4,415 Ratings,22 ml Drop,Berberis aquilfolium has skin revival and healing properties that help manage psoriasis,"It helps manage skin conditions such as psoriasis and drynessIt helps to reduce scars, improve skin complexion, and soften the skinIt reduces frequent skin eruptionsIt also aids in wound healing and the management of eczema",Skin care
ADEL 18 Glucorect Drop,Adel Pekana Germany,ƒ??233,ƒ??295,4.4,212 Ratings,20 ml Drop,Acidum Lacticum,"Manages sugar in the urine and irregular cardiac action


Works on the functions of the liver and flatulence


Counters exhaustion


Assists in the symptoms of high blood sugar levels",Diabetes
Medisynth Gasgan Forte Drop,Medisynth Chemicals Pvt Ltd,ƒ??154,ƒ??175,4.4,149 Ratings,30 ml Drop,Carbo vegetabilis,Relieves stomach aches and gastric disordersPrevents constipationImproves digestion,Digestion
SBL Bio-Combination 6 Tablet,SBL Pvt Ltd,ƒ??95.1,ƒ??110,4.7,683 Ratings,25 gm Biocombination Tablet,,"Provides relief from respiratory ailmentsUseful for treating cold, cough, painful tonsils etc.Alleviates running or blocked nose, nasal catarrh, sore throat etc.",ENT
SBL Hydrastis Canadensis Mother Tincture Q,SBL Pvt Ltd,ƒ??304,ƒ??425,4.5,417 Ratings,30 ml Mother Tincture,"Soothes the mucous membrane of the uterus, stomach, throat, etc.","Improves muscular power, digestion and reduces constipationHelps in the treatment of smallpoxStimulates the uterine muscles and the central nervous systemThis medicine does not have any side effects",Joint
SBL Calcarea Phosphorica Biochemic Tablet 6X,SBL Pvt Ltd,ƒ??90.1,ƒ??110,4.6,981 Ratings,25 gm Biochemic Tablet,,Faciliates aid in case of bone-related problems and dentitionHelps in the growth of teeth and bonesUseful in case of psychological issues such as depressionHelps to increase Calcium and Phosphate content in the body,Joint
LDD Bioscience Tone Max 5000 Drop,LDD Bioscience Pvt Ltd,ƒ??329,ƒ??370,,,30 ml Drop,Damiana,Improves and stimulates libido and increase vigourHas aphrodisiac properties and improves overall health,Health supplement
SBL Liv T Tonic,SBL Pvt Ltd,ƒ??138,ƒ??170,4.5,761 Ratings,180 ml Tonic,It performs many essential functions like aiding digestion and detoxifying poisonous substances into non-poisonous ones,"It helps manage various liver conditions like jaundice, hepatitis and indigestionIt combats liver disorders caused by chronic gastric indiscretion, viral and bacterial infection, drugs, chemicals and alcoholIt rejuvenates the hepatic cells, detoxifies the liver and promotes the flow of bileIt helps to provide relief in case of lack of appetite",Digestion
SBL Arnica Montana Mother Tincture Q,SBL Pvt Ltd,ƒ??209,ƒ??240,4.6,429 Ratings,30 ml Mother Tincture,,Reduces swelling and soreness in the injured areaRestricts bleeding around the injured areaIt is primarily used for the treatment of post-injury bruises and sores,ENT
Dr. Reckeweg R82 Anti Fungal Drop,Dr Reckeweg & Co,ƒ??279,ƒ??310,4.3,421 Ratings,30 ml Drop,It helps manage fungal infections,"It helps manage fungal infectionsIt provides antigenic relief by stimulating the defence mechanism of the bodyIt helps reduce fatigue, irritability, unclear thinking and inability to concentrateIt increases zinc absorption in the body",ENT
Wheezal WL58 Dengue Drop,Wheezal Homeo Pharma,ƒ??171,ƒ??175,,,30 ml Drop,,Helps in quick recovery in case of dengue attackHelps in relieving the symptoms of dengue disease,Fever
SBL Arnica Montana Dilution 30 CH,SBL Pvt Ltd,ƒ??88,ƒ??100,4.6,2270 Ratings,30 ml Dilution,The dilution can help reduce pain in the head,Reduces swelling and soreness in the injured areaRestricts bleeding around the injured areaIt is primarily used for the treatment of post-injury bruises and sores,ENT
Dr. Reckeweg R59 Weight Loss,Dr Reckeweg & Co,ƒ??270,,4.2,473 Ratings,22 ml Drop,It supports weight management and aids in enhancing metabolism at the tissue level,"These are homeopathic drops that help manage obesityIt helps to maintain fluid levels in the body, stimulates thyroid functions, and prevents the formation of goitresIt aids in enhancing metabolism at the tissue levelIt supports healthy digestive function, relieves constipation and detoxifies the body",Digestion
Medisynth Wartex Cream,Medisynth Chemicals Pvt Ltd,ƒ??89,ƒ??100,4,284 Ratings,20 gm Cream,,Helps to prevent warts and cornReduces inflammationReduces scars,Skin care
Dr. Reckeweg R49 Sinus Drop,Dr Reckeweg & Co,ƒ??270,,4.6,392 Ratings,22 ml Drop,"Arsenicum album, Calcium carbonicum Hahnemanni, Cinnabaris, Kalium bichromicum, Pulsatilla",Improves lack of taste and smellReduces hoarseness and catarrhPrevents build-up of mucusBeneficial for the treatment of sinusitis,Throat care
Dr. Reckeweg Kali Phosphoricum Biochemic Tablet 6X,Dr Reckeweg & Co,ƒ??166,ƒ??185,4.6,618 Ratings,20 gm Biochemic Tablet,Kali Phosphoricum,"Helps reduce stress and anxiety


Aids in providing sound sleep


Enhances physical stamina of the body",Mental wellness
SBL Dibonil Drop,SBL Pvt Ltd,ƒ??119,ƒ??135,4.6,675 Ratings,30 ml Drop,Regular use helps reduce frequent urination and excessive thirst,"Manages blood sugar levels?ÿ


Reduces frequent urination, excessive thirst, cramps, and muscular pain


Assists in mental and physical fatigue


Promotes the growth of tissues in the body",Diabetes
